scanner,noise_mean,noise_std,noise_skew,noise_kurt,noise_energy,fft_band_0,fft_band_1,fft_band_2,fft_band_3,fft_band_4,lbp_0,lbp_1,lbp_2,lbp_3,lbp_4,lbp_5,lbp_6,lbp_7,lbp_8,lbp_9,lbp_10,lbp_11,lbp_12,lbp_13,lbp_14,lbp_15,lbp_16,lbp_17,lbp_18,lbp_19,lbp_20,lbp_21,lbp_22,lbp_23,lbp_24,lbp_25,lbp_26,lbp_27,lbp_28,lbp_29,lbp_30,lbp_31,lbp_32,lbp_33,lbp_34,lbp_35,lbp_36,lbp_37,lbp_38,lbp_39,lbp_40,lbp_41,lbp_42,lbp_43,lbp_44,lbp_45,lbp_46,lbp_47,lbp_48,lbp_49,lbp_50,lbp_51,lbp_52,lbp_53
flatfield,0.899591,0.035740916,-1.8120879,9.481319,0.8105411,35.1635,14.047109,12.546341,11.365431,10.418716,0.009014129638671875,0.02851104736328125,1.1444091796875e-05,0.032894134521484375,0.000247955322265625,0.10149765014648438,0.000316619873046875,0.062038421630859375,0.6725616455078125,0.09290695190429688,0.009296417236328125,0.017040252685546875,0.0043487548828125,0.0034332275390625,0.001323699951171875,0.002445220947265625,0.0016937255859375,0.0033416748046875,0.0019378662109375,0.011356353759765625,0.004718780517578125,0.014575958251953125,0.0088043212890625,0.03717041015625,0.036731719970703125,0.018798828125,0.5401840209960938,0.28279876708984375,0.00640869140625,0.01093292236328125,0.00243377685546875,0.00121307373046875,0.0007476806640625,0.000545501708984375,0.000354766845703125,0.000518798828125,0.00057220458984375,0.00080108642578125,0.000545501708984375,0.00131988525390625,0.00087738037109375,0.008205413818359375,0.002227783203125,0.00704193115234375,0.002166748046875,0.0059967041015625,0.002552032470703125,0.003448486328125,0.008380889892578125,0.024669647216796875,0.054668426513671875,0.0107879638671875,0.4727668762207031,0.3698158264160156
flatfield,0.8738451,0.043739654,-0.3352386,4.02215,0.7655182,38.339657,13.119307,11.285924,10.270046,9.336216,0.01732635498046875,0.034358978271484375,1.9073486328125e-05,0.024810791015625,0.000335693359375,0.06121063232421875,0.000347137451171875,0.031642913818359375,0.7668876647949219,0.06306076049804688,0.02136993408203125,0.02501678466796875,0.005168914794921875,0.00365447998046875,0.001338958740234375,0.00254058837890625,0.00148773193359375,0.00354766845703125,0.001689910888671875,0.012844085693359375,0.00446319580078125,0.01119232177734375,0.006103515625,0.01699066162109375,0.018291473388671875,0.01031494140625,0.6953659057617188,0.15861892700195312,0.01767730712890625,0.02159881591796875,0.0042572021484375,0.00214385986328125,0.0011749267578125,0.00098419189453125,0.000598907470703125,0.000701904296875,0.000835418701171875,0.001064300537109375,0.000644683837890625,0.00191497802734375,0.00095367431640625,0.010021209716796875,0.003139495849609375,0.0070648193359375,0.00292205810546875,0.005706787109375,0.00226593017578125,0.0028228759765625,0.0065155029296875,0.013080596923828125,0.0258941650390625,0.006580352783203125,0.6534004211425781,0.20603561401367188
flatfield,0.899591,0.035740916,-1.8120879,9.481319,0.8105411,35.1635,14.047109,12.546341,11.365431,10.418716,0.009014129638671875,0.02851104736328125,1.1444091796875e-05,0.032894134521484375,0.000247955322265625,0.10149765014648438,0.000316619873046875,0.062038421630859375,0.6725616455078125,0.09290695190429688,0.009296417236328125,0.017040252685546875,0.0043487548828125,0.0034332275390625,0.001323699951171875,0.002445220947265625,0.0016937255859375,0.0033416748046875,0.0019378662109375,0.011356353759765625,0.004718780517578125,0.014575958251953125,0.0088043212890625,0.03717041015625,0.036731719970703125,0.018798828125,0.5401840209960938,0.28279876708984375,0.00640869140625,0.01093292236328125,0.00243377685546875,0.00121307373046875,0.0007476806640625,0.000545501708984375,0.000354766845703125,0.000518798828125,0.00057220458984375,0.00080108642578125,0.000545501708984375,0.00131988525390625,0.00087738037109375,0.008205413818359375,0.002227783203125,0.00704193115234375,0.002166748046875,0.0059967041015625,0.002552032470703125,0.003448486328125,0.008380889892578125,0.024669647216796875,0.054668426513671875,0.0107879638671875,0.4727668762207031,0.3698158264160156
flatfield,0.8738451,0.043739654,-0.3352386,4.02215,0.7655182,38.339657,13.119307,11.285924,10.270046,9.336216,0.01732635498046875,0.034358978271484375,1.9073486328125e-05,0.024810791015625,0.000335693359375,0.06121063232421875,0.000347137451171875,0.031642913818359375,0.7668876647949219,0.06306076049804688,0.02136993408203125,0.02501678466796875,0.005168914794921875,0.00365447998046875,0.001338958740234375,0.00254058837890625,0.00148773193359375,0.00354766845703125,0.001689910888671875,0.012844085693359375,0.00446319580078125,0.01119232177734375,0.006103515625,0.01699066162109375,0.018291473388671875,0.01031494140625,0.6953659057617188,0.15861892700195312,0.01767730712890625,0.02159881591796875,0.0042572021484375,0.00214385986328125,0.0011749267578125,0.00098419189453125,0.000598907470703125,0.000701904296875,0.000835418701171875,0.001064300537109375,0.000644683837890625,0.00191497802734375,0.00095367431640625,0.010021209716796875,0.003139495849609375,0.0070648193359375,0.00292205810546875,0.005706787109375,0.00226593017578125,0.0028228759765625,0.0065155029296875,0.013080596923828125,0.0258941650390625,0.006580352783203125,0.6534004211425781,0.20603561401367188
flatfield,0.899591,0.035740916,-1.8120879,9.481319,0.8105411,35.1635,14.047109,12.546341,11.365431,10.418716,0.009014129638671875,0.02851104736328125,1.1444091796875e-05,0.032894134521484375,0.000247955322265625,0.10149765014648438,0.000316619873046875,0.062038421630859375,0.6725616455078125,0.09290695190429688,0.009296417236328125,0.017040252685546875,0.0043487548828125,0.0034332275390625,0.001323699951171875,0.002445220947265625,0.0016937255859375,0.0033416748046875,0.0019378662109375,0.011356353759765625,0.004718780517578125,0.014575958251953125,0.0088043212890625,0.03717041015625,0.036731719970703125,0.018798828125,0.5401840209960938,0.28279876708984375,0.00640869140625,0.01093292236328125,0.00243377685546875,0.00121307373046875,0.0007476806640625,0.000545501708984375,0.000354766845703125,0.000518798828125,0.00057220458984375,0.00080108642578125,0.000545501708984375,0.00131988525390625,0.00087738037109375,0.008205413818359375,0.002227783203125,0.00704193115234375,0.002166748046875,0.0059967041015625,0.002552032470703125,0.003448486328125,0.008380889892578125,0.024669647216796875,0.054668426513671875,0.0107879638671875,0.4727668762207031,0.3698158264160156
flatfield,0.8738451,0.043739654,-0.3352386,4.02215,0.7655182,38.339657,13.119307,11.285924,10.270046,9.336216,0.01732635498046875,0.034358978271484375,1.9073486328125e-05,0.024810791015625,0.000335693359375,0.06121063232421875,0.000347137451171875,0.031642913818359375,0.7668876647949219,0.06306076049804688,0.02136993408203125,0.02501678466796875,0.005168914794921875,0.00365447998046875,0.001338958740234375,0.00254058837890625,0.00148773193359375,0.00354766845703125,0.001689910888671875,0.012844085693359375,0.00446319580078125,0.01119232177734375,0.006103515625,0.01699066162109375,0.018291473388671875,0.01031494140625,0.6953659057617188,0.15861892700195312,0.01767730712890625,0.02159881591796875,0.0042572021484375,0.00214385986328125,0.0011749267578125,0.00098419189453125,0.000598907470703125,0.000701904296875,0.000835418701171875,0.001064300537109375,0.000644683837890625,0.00191497802734375,0.00095367431640625,0.010021209716796875,0.003139495849609375,0.0070648193359375,0.00292205810546875,0.005706787109375,0.00226593017578125,0.0028228759765625,0.0065155029296875,0.013080596923828125,0.0258941650390625,0.006580352783203125,0.6534004211425781,0.20603561401367188
flatfield,0.899591,0.035740916,-1.8120879,9.481319,0.8105411,35.1635,14.047109,12.546341,11.365431,10.418716,0.009014129638671875,0.02851104736328125,1.1444091796875e-05,0.032894134521484375,0.000247955322265625,0.10149765014648438,0.000316619873046875,0.062038421630859375,0.6725616455078125,0.09290695190429688,0.009296417236328125,0.017040252685546875,0.0043487548828125,0.0034332275390625,0.001323699951171875,0.002445220947265625,0.0016937255859375,0.0033416748046875,0.0019378662109375,0.011356353759765625,0.004718780517578125,0.014575958251953125,0.0088043212890625,0.03717041015625,0.036731719970703125,0.018798828125,0.5401840209960938,0.28279876708984375,0.00640869140625,0.01093292236328125,0.00243377685546875,0.00121307373046875,0.0007476806640625,0.000545501708984375,0.000354766845703125,0.000518798828125,0.00057220458984375,0.00080108642578125,0.000545501708984375,0.00131988525390625,0.00087738037109375,0.008205413818359375,0.002227783203125,0.00704193115234375,0.002166748046875,0.0059967041015625,0.002552032470703125,0.003448486328125,0.008380889892578125,0.024669647216796875,0.054668426513671875,0.0107879638671875,0.4727668762207031,0.3698158264160156
flatfield,0.8738451,0.043739654,-0.3352386,4.02215,0.7655182,38.339657,13.119307,11.285924,10.270046,9.336216,0.01732635498046875,0.034358978271484375,1.9073486328125e-05,0.024810791015625,0.000335693359375,0.06121063232421875,0.000347137451171875,0.031642913818359375,0.7668876647949219,0.06306076049804688,0.02136993408203125,0.02501678466796875,0.005168914794921875,0.00365447998046875,0.001338958740234375,0.00254058837890625,0.00148773193359375,0.00354766845703125,0.001689910888671875,0.012844085693359375,0.00446319580078125,0.01119232177734375,0.006103515625,0.01699066162109375,0.018291473388671875,0.01031494140625,0.6953659057617188,0.15861892700195312,0.01767730712890625,0.02159881591796875,0.0042572021484375,0.00214385986328125,0.0011749267578125,0.00098419189453125,0.000598907470703125,0.000701904296875,0.000835418701171875,0.001064300537109375,0.000644683837890625,0.00191497802734375,0.00095367431640625,0.010021209716796875,0.003139495849609375,0.0070648193359375,0.00292205810546875,0.005706787109375,0.00226593017578125,0.0028228759765625,0.0065155029296875,0.013080596923828125,0.0258941650390625,0.006580352783203125,0.6534004211425781,0.20603561401367188
flatfield,0.899591,0.035740916,-1.8120879,9.481319,0.8105411,35.1635,14.047109,12.546341,11.365431,10.418716,0.009014129638671875,0.02851104736328125,1.1444091796875e-05,0.032894134521484375,0.000247955322265625,0.10149765014648438,0.000316619873046875,0.062038421630859375,0.6725616455078125,0.09290695190429688,0.009296417236328125,0.017040252685546875,0.0043487548828125,0.0034332275390625,0.001323699951171875,0.002445220947265625,0.0016937255859375,0.0033416748046875,0.0019378662109375,0.011356353759765625,0.004718780517578125,0.014575958251953125,0.0088043212890625,0.03717041015625,0.036731719970703125,0.018798828125,0.5401840209960938,0.28279876708984375,0.00640869140625,0.01093292236328125,0.00243377685546875,0.00121307373046875,0.0007476806640625,0.000545501708984375,0.000354766845703125,0.000518798828125,0.00057220458984375,0.00080108642578125,0.000545501708984375,0.00131988525390625,0.00087738037109375,0.008205413818359375,0.002227783203125,0.00704193115234375,0.002166748046875,0.0059967041015625,0.002552032470703125,0.003448486328125,0.008380889892578125,0.024669647216796875,0.054668426513671875,0.0107879638671875,0.4727668762207031,0.3698158264160156
flatfield,0.8738451,0.043739654,-0.3352386,4.02215,0.7655182,38.339657,13.119307,11.285924,10.270046,9.336216,0.01732635498046875,0.034358978271484375,1.9073486328125e-05,0.024810791015625,0.000335693359375,0.06121063232421875,0.000347137451171875,0.031642913818359375,0.7668876647949219,0.06306076049804688,0.02136993408203125,0.02501678466796875,0.005168914794921875,0.00365447998046875,0.001338958740234375,0.00254058837890625,0.00148773193359375,0.00354766845703125,0.001689910888671875,0.012844085693359375,0.00446319580078125,0.01119232177734375,0.006103515625,0.01699066162109375,0.018291473388671875,0.01031494140625,0.6953659057617188,0.15861892700195312,0.01767730712890625,0.02159881591796875,0.0042572021484375,0.00214385986328125,0.0011749267578125,0.00098419189453125,0.000598907470703125,0.000701904296875,0.000835418701171875,0.001064300537109375,0.000644683837890625,0.00191497802734375,0.00095367431640625,0.010021209716796875,0.003139495849609375,0.0070648193359375,0.00292205810546875,0.005706787109375,0.00226593017578125,0.0028228759765625,0.0065155029296875,0.013080596923828125,0.0258941650390625,0.006580352783203125,0.6534004211425781,0.20603561401367188
flatfield,0.899591,0.035740916,-1.8120879,9.481319,0.8105411,35.1635,14.047109,12.546341,11.365431,10.418716,0.009014129638671875,0.02851104736328125,1.1444091796875e-05,0.032894134521484375,0.000247955322265625,0.10149765014648438,0.000316619873046875,0.062038421630859375,0.6725616455078125,0.09290695190429688,0.009296417236328125,0.017040252685546875,0.0043487548828125,0.0034332275390625,0.001323699951171875,0.002445220947265625,0.0016937255859375,0.0033416748046875,0.0019378662109375,0.011356353759765625,0.004718780517578125,0.014575958251953125,0.0088043212890625,0.03717041015625,0.036731719970703125,0.018798828125,0.5401840209960938,0.28279876708984375,0.00640869140625,0.01093292236328125,0.00243377685546875,0.00121307373046875,0.0007476806640625,0.000545501708984375,0.000354766845703125,0.000518798828125,0.00057220458984375,0.00080108642578125,0.000545501708984375,0.00131988525390625,0.00087738037109375,0.008205413818359375,0.002227783203125,0.00704193115234375,0.002166748046875,0.0059967041015625,0.002552032470703125,0.003448486328125,0.008380889892578125,0.024669647216796875,0.054668426513671875,0.0107879638671875,0.4727668762207031,0.3698158264160156
flatfield,0.8738451,0.043739654,-0.3352386,4.02215,0.7655182,38.339657,13.119307,11.285924,10.270046,9.336216,0.01732635498046875,0.034358978271484375,1.9073486328125e-05,0.024810791015625,0.000335693359375,0.06121063232421875,0.000347137451171875,0.031642913818359375,0.7668876647949219,0.06306076049804688,0.02136993408203125,0.02501678466796875,0.005168914794921875,0.00365447998046875,0.001338958740234375,0.00254058837890625,0.00148773193359375,0.00354766845703125,0.001689910888671875,0.012844085693359375,0.00446319580078125,0.01119232177734375,0.006103515625,0.01699066162109375,0.018291473388671875,0.01031494140625,0.6953659057617188,0.15861892700195312,0.01767730712890625,0.02159881591796875,0.0042572021484375,0.00214385986328125,0.0011749267578125,0.00098419189453125,0.000598907470703125,0.000701904296875,0.000835418701171875,0.001064300537109375,0.000644683837890625,0.00191497802734375,0.00095367431640625,0.010021209716796875,0.003139495849609375,0.0070648193359375,0.00292205810546875,0.005706787109375,0.00226593017578125,0.0028228759765625,0.0065155029296875,0.013080596923828125,0.0258941650390625,0.006580352783203125,0.6534004211425781,0.20603561401367188
official_scans,0.98418766,0.06971853,-6.720853,53.09234,0.97348607,70.29343,24.365574,16.536734,11.654224,5.2616343,0.0037078857421875,0.01436614990234375,0.002033233642578125,0.04096221923828125,0.0204315185546875,0.22119522094726562,0.011020660400390625,0.12269210815429688,0.47547149658203125,0.0881195068359375,0.0033111572265625,0.005794525146484375,0.002994537353515625,0.00308990478515625,0.00177764892578125,0.005596160888671875,0.005146026611328125,0.01105499267578125,0.0091705322265625,0.0449066162109375,0.01313018798828125,0.045032501220703125,0.0232391357421875,0.06644439697265625,0.06830596923828125,0.051120758056640625,0.2250823974609375,0.41480255126953125,0.001117706298828125,0.002910614013671875,0.0015106201171875,0.00116729736328125,0.000766754150390625,0.000736236572265625,0.00074005126953125,0.001293182373046875,0.00153350830078125,0.002544403076171875,0.002140045166015625,0.004436492919921875,0.00449371337890625,0.014148712158203125,0.00519561767578125,0.019649505615234375,0.004901885986328125,0.015361785888671875,0.00574493408203125,0.00934600830078125,0.01959228515625,0.0328216552734375,0.061550140380859375,0.029430389404296875,0.125640869140625,0.6312255859375
official_scans,0.9593234,0.116952926,-3.8889163,16.173948,0.9339793,118.93354,51.329567,30.731752,19.638966,9.977136,0.01793670654296875,0.06635665893554688,0.00530242919921875,0.06521224975585938,0.029438018798828125,0.14111328125,0.03302764892578125,0.1037750244140625,0.33411407470703125,0.20372390747070312,0.0260162353515625,0.0501251220703125,0.011112213134765625,0.00838470458984375,0.00362396240234375,0.0058746337890625,0.005802154541015625,0.009220123291015625,0.008632659912109375,0.022510528564453125,0.01055145263671875,0.043903350830078125,0.014514923095703125,0.027988433837890625,0.04291534423828125,0.056888580322265625,0.18755340576171875,0.4643821716308594,0.018215179443359375,0.0352630615234375,0.00713348388671875,0.003520965576171875,0.002223968505859375,0.00180816650390625,0.00104522705078125,0.001163482666015625,0.001598358154296875,0.002788543701171875,0.002895355224609375,0.003505706787109375,0.002986907958984375,0.009197235107421875,0.004638671875,0.0277862548828125,0.004932403564453125,0.0189208984375,0.007007598876953125,0.007961273193359375,0.010456085205078125,0.01946258544921875,0.03495025634765625,0.044971466064453125,0.12393569946289062,0.6016311645507812
