scanner,noise_mean,noise_std,noise_skew,noise_kurt,noise_energy,fft_0,fft_1,fft_2,fft_3,fft_4,lbp_0,lbp_1,lbp_2,lbp_3,lbp_4,lbp_5,lbp_6,lbp_7,lbp_8,lbp_9,lbp_10,lbp_11,lbp_12,lbp_13,lbp_14,lbp_15,lbp_16,lbp_17,lbp_18,lbp_19,lbp_20,lbp_21,lbp_22,lbp_23,lbp_24,lbp_25,lbp_26,lbp_27,lbp_28,lbp_29,lbp_30,lbp_31,lbp_32,lbp_33,lbp_34,lbp_35,lbp_36,lbp_37,lbp_38,lbp_39,lbp_40,lbp_41,lbp_42,lbp_43,lbp_44,lbp_45,lbp_46,lbp_47,lbp_48,lbp_49,lbp_50,lbp_51,lbp_52,lbp_53
EpsonV39-2,0.54146844,0.05802408,-1.7586457,10.101511,0.29655486,24.87907,24.717281,25.24386,22.527082,10.11148,0.0431671142578125,0.059261322021484375,0.0121307373046875,0.01863861083984375,0.048137664794921875,0.09524917602539062,0.02524566650390625,0.072265625,0.533782958984375,0.09212112426757812,0.042339324951171875,0.04144287109375,0.008342742919921875,0.00261688232421875,0.0009918212890625,0.00121307373046875,0.001354217529296875,0.003849029541015625,0.00479888916015625,0.017002105712890625,0.002597808837890625,0.011196136474609375,0.008762359619140625,0.03923797607421875,0.0564117431640625,0.05095672607421875,0.4230918884277344,0.2837944030761719,0.03353118896484375,0.03125762939453125,0.00707244873046875,0.002086639404296875,0.000545501708984375,0.00034332275390625,0.00029754638671875,0.000270843505859375,0.000209808349609375,0.0005035400390625,0.000213623046875,0.00054168701171875,0.000591278076171875,0.00640106201171875,0.000377655029296875,0.005878448486328125,0.000431060791015625,0.005519866943359375,0.00115203857421875,0.003330230712890625,0.0131683349609375,0.0366363525390625,0.08359146118164062,0.04357147216796875,0.32257843017578125,0.3998985290527344
EpsonV39-2,0.5884818,0.06167472,-2.2071297,12.767185,0.35011464,22.54537,27.154982,26.031736,23.573648,10.223408,0.0345611572265625,0.048694610595703125,0.00843048095703125,0.012226104736328125,0.03992462158203125,0.08861160278320312,0.02231597900390625,0.063873291015625,0.6082725524902344,0.073089599609375,0.03363037109375,0.034832000732421875,0.00667572021484375,0.0020599365234375,0.00081634521484375,0.000690460205078125,0.000881195068359375,0.002716064453125,0.003711700439453125,0.01387786865234375,0.00186920166015625,0.009693145751953125,0.007762908935546875,0.041900634765625,0.0620269775390625,0.046695709228515625,0.492156982421875,0.23800277709960938,0.028667449951171875,0.02577972412109375,0.005802154541015625,0.001529693603515625,0.00034332275390625,0.0001678466796875,9.5367431640625e-05,0.000141143798828125,0.0001220703125,0.000202178955078125,0.000118255615234375,0.00022125244140625,0.000278472900390625,0.005702972412109375,0.000225067138671875,0.0057830810546875,0.00023651123046875,0.005397796630859375,0.00086212158203125,0.002956390380859375,0.012584686279296875,0.041778564453125,0.097412109375,0.04183197021484375,0.38353729248046875,0.3382225036621094
EpsonV39-2,0.6040536,0.058463853,-2.2347286,13.771849,0.36829886,22.372395,25.44683,24.552794,21.932175,9.794775,0.0330810546875,0.04683685302734375,0.00843048095703125,0.01385498046875,0.03388214111328125,0.10259246826171875,0.02339935302734375,0.08229446411132812,0.5779800415039062,0.07764816284179688,0.03514862060546875,0.03327178955078125,0.0052032470703125,0.0016021728515625,0.000667572021484375,0.000759124755859375,0.000972747802734375,0.002819061279296875,0.003936767578125,0.015621185302734375,0.00276947021484375,0.012294769287109375,0.01352691650390625,0.0560302734375,0.075897216796875,0.05417633056640625,0.41367340087890625,0.27162933349609375,0.028980255126953125,0.026241302490234375,0.0044708251953125,0.001308441162109375,0.000293731689453125,0.000225067138671875,0.000156402587890625,0.000186920166015625,0.000179290771484375,0.000385284423828125,0.000133514404296875,0.00035858154296875,0.000278472900390625,0.005474090576171875,0.000293731689453125,0.0049896240234375,0.000354766845703125,0.004611968994140625,0.0015106201171875,0.003662109375,0.0192718505859375,0.04925537109375,0.10483932495117188,0.04515838623046875,0.2930908203125,0.40428924560546875
EpsonV39-2,0.5800395,0.06061833,-2.4924748,15.856518,0.34012032,22.502163,25.485538,25.186184,22.79251,10.432866,0.026947021484375,0.038349151611328125,0.006969451904296875,0.013042449951171875,0.03484344482421875,0.09738540649414062,0.01589202880859375,0.06774520874023438,0.6358375549316406,0.06298828125,0.0262603759765625,0.0261688232421875,0.0052032470703125,0.001407623291015625,0.0005340576171875,0.0005035400390625,0.00058746337890625,0.0021820068359375,0.00305938720703125,0.013103485107421875,0.00264739990234375,0.014301300048828125,0.015018463134765625,0.053226470947265625,0.06308746337890625,0.04701995849609375,0.49413299560546875,0.23155593872070312,0.020969390869140625,0.019805908203125,0.004436492919921875,0.001190185546875,0.000156402587890625,0.000148773193359375,2.288818359375e-05,7.2479248046875e-05,9.5367431640625e-05,0.00014495849609375,0.00011444091796875,0.000362396240234375,0.0001678466796875,0.005847930908203125,0.000446319580078125,0.005680084228515625,0.000640869140625,0.00580596923828125,0.00237274169921875,0.0069580078125,0.024845123291015625,0.051647186279296875,0.10355377197265625,0.037853240966796875,0.3689613342285156,0.33769989013671875
EpsonV39-2,0.591907,0.06332999,-1.8885797,10.646728,0.35436457,26.172518,27.704977,28.295532,24.863068,11.524789,0.0430755615234375,0.057163238525390625,0.011837005615234375,0.02127838134765625,0.04508209228515625,0.11142730712890625,0.024547576904296875,0.09158706665039062,0.4950218200683594,0.09897994995117188,0.0429840087890625,0.037876129150390625,0.00786590576171875,0.002552032470703125,0.001018524169921875,0.001049041748046875,0.00121307373046875,0.003063201904296875,0.003948211669921875,0.0134124755859375,0.00362396240234375,0.0150909423828125,0.015041351318359375,0.0512237548828125,0.06298065185546875,0.05472564697265625,0.34767913818359375,0.3346519470214844,0.03266143798828125,0.02883148193359375,0.006420135498046875,0.00167083740234375,0.000461578369140625,0.0003509521484375,0.00014495849609375,0.000179290771484375,0.000179290771484375,0.000301361083984375,0.0001983642578125,0.00037384033203125,0.000331878662109375,0.00545501708984375,0.00048065185546875,0.00489044189453125,0.0005645751953125,0.005016326904296875,0.002239227294921875,0.0055084228515625,0.02034759521484375,0.042324066162109375,0.08418655395507812,0.041316986083984375,0.23879623413085938,0.47676849365234375
EpsonV39-2,0.5659623,0.057599302,-2.1658409,13.515526,0.32363102,23.803755,26.44695,24.619843,22.75818,10.89064,0.045703887939453125,0.0615692138671875,0.009830474853515625,0.0279541015625,0.038105010986328125,0.08292388916015625,0.023105621337890625,0.06812286376953125,0.4453163146972656,0.19736862182617188,0.042247772216796875,0.05904388427734375,0.01117706298828125,0.004642486572265625,0.00127410888671875,0.001865386962890625,0.00118255615234375,0.003948211669921875,0.0037078857421875,0.015781402587890625,0.00339508056640625,0.008331298828125,0.0022125244140625,0.005184173583984375,0.020175933837890625,0.1046295166015625,0.34389495849609375,0.3673057556152344,0.04190826416015625,0.04761505126953125,0.0097198486328125,0.004058837890625,0.001316070556640625,0.000850677490234375,0.0003814697265625,0.000598907470703125,0.00052642822265625,0.000881195068359375,0.000263214111328125,0.000797271728515625,0.000457763671875,0.006290435791015625,0.0004425048828125,0.00485992431640625,0.000225067138671875,0.0048065185546875,0.0004425048828125,0.001529693603515625,0.002140045166015625,0.006679534912109375,0.026821136474609375,0.10997772216796875,0.2797279357910156,0.4466819763183594
EpsonV39-2,0.57012695,0.062269058,-2.2294328,14.078789,0.32892212,25.751646,26.434036,28.269115,23.76517,11.160527,0.035861968994140625,0.05028533935546875,0.0106658935546875,0.05606842041015625,0.04239654541015625,0.14686965942382812,0.019939422607421875,0.06393814086914062,0.4679298400878906,0.10604476928710938,0.035869598388671875,0.033977508544921875,0.007526397705078125,0.00208282470703125,0.000820159912109375,0.0013427734375,0.00119781494140625,0.00406646728515625,0.003192901611328125,0.0192718505859375,0.004573822021484375,0.013263702392578125,0.00327301025390625,0.00628662109375,0.012302398681640625,0.027126312255859375,0.4327392578125,0.3910865783691406,0.025836944580078125,0.024677276611328125,0.006290435791015625,0.0050506591796875,0.000766754150390625,0.000850677490234375,0.0003204345703125,0.000766754150390625,0.000957489013671875,0.00093841552734375,0.0005645751953125,0.001323699951171875,0.000423431396484375,0.009063720703125,0.000885009765625,0.006465911865234375,0.0004730224609375,0.00595855712890625,0.00055694580078125,0.0023345947265625,0.003032684326171875,0.006618499755859375,0.013214111328125,0.06462478637695312,0.3521080017089844,0.4658966064453125
EpsonV39-2,0.56084573,0.06245447,-1.6219544,9.807019,0.31844857,28.264544,30.469202,28.236298,22.767508,10.316502,0.045101165771484375,0.05986785888671875,0.0141143798828125,0.0221710205078125,0.05109405517578125,0.08827972412109375,0.024463653564453125,0.07499313354492188,0.5226478576660156,0.09726715087890625,0.04506683349609375,0.040843963623046875,0.0095367431640625,0.003574371337890625,0.00157928466796875,0.001415252685546875,0.001377105712890625,0.003864288330078125,0.004505157470703125,0.014156341552734375,0.00262451171875,0.01207733154296875,0.010009765625,0.037078857421875,0.049968719482421875,0.050445556640625,0.4229087829589844,0.2889671325683594,0.03412628173828125,0.03034210205078125,0.00775909423828125,0.002254486083984375,0.00075531005859375,0.000579833984375,0.000385284423828125,0.00038909912109375,0.000194549560546875,0.000308990478515625,0.000225067138671875,0.00049591064453125,0.000354766845703125,0.006259918212890625,0.0005340576171875,0.00577545166015625,0.0006866455078125,0.00567626953125,0.0014495849609375,0.003841400146484375,0.01456451416015625,0.035854339599609375,0.07602310180664062,0.04119873046875,0.328338623046875,0.4016265869140625
EpsonV39-2,0.5758719,0.06156139,-2.229484,13.330168,0.33541843,24.80962,28.881926,25.023848,20.620897,8.924095,0.032711029052734375,0.045654296875,0.009765625,0.019451141357421875,0.03922271728515625,0.10524368286132812,0.019878387451171875,0.07668304443359375,0.5693893432617188,0.082000732421875,0.033077239990234375,0.0315704345703125,0.007068634033203125,0.002399444580078125,0.00090789794921875,0.00095367431640625,0.000774383544921875,0.002429962158203125,0.00347900390625,0.01259613037109375,0.00299835205078125,0.01512908935546875,0.01409912109375,0.05104827880859375,0.060123443603515625,0.05020904541015625,0.4332618713378906,0.2778739929199219,0.025177001953125,0.02350616455078125,0.00536346435546875,0.00194549560546875,0.00043487548828125,0.000270843505859375,7.62939453125e-05,0.00017547607421875,8.0108642578125e-05,0.00019073486328125,0.000148773193359375,0.00035858154296875,0.0002288818359375,0.006000518798828125,0.000579833984375,0.005710601806640625,0.00083160400390625,0.005886077880859375,0.002376556396484375,0.00728607177734375,0.0225677490234375,0.047119140625,0.09457015991210938,0.038631439208984375,0.3138847351074219,0.39659881591796875
EpsonV39-2,0.5341037,0.069710776,-1.7832438,8.40813,0.29012626,24.937185,27.791445,30.710886,27.99806,12.5672245,0.051403045654296875,0.0789031982421875,0.013671875,0.01947021484375,0.056011199951171875,0.09107589721679688,0.030765533447265625,0.07469558715820312,0.4698143005371094,0.11418914794921875,0.0511932373046875,0.056468963623046875,0.010204315185546875,0.00293731689453125,0.001026153564453125,0.00133514404296875,0.001377105712890625,0.004070281982421875,0.004993438720703125,0.01857757568359375,0.0029296875,0.008487701416015625,0.00261688232421875,0.025745391845703125,0.052181243896484375,0.062259674072265625,0.3797569274902344,0.3138389587402344,0.0440673828125,0.041347503662109375,0.008617401123046875,0.002269744873046875,0.000576019287109375,0.00040435791015625,0.000274658203125,0.000423431396484375,0.000335693359375,0.000629425048828125,0.00019073486328125,0.0004119873046875,0.00031280517578125,0.00617218017578125,0.000278472900390625,0.006031036376953125,0.000270843505859375,0.005886077880859375,0.000560760498046875,0.002811431884765625,0.005542755126953125,0.02199554443359375,0.06419754028320312,0.06894302368164062,0.2896728515625,0.4277763366699219
EpsonV39-2,0.57544523,0.072016105,-1.7273128,8.248692,0.3363235,31.46055,30.907835,31.286972,28.064837,12.496627,0.04815673828125,0.06475830078125,0.013401031494140625,0.026264190673828125,0.057018280029296875,0.11092376708984375,0.02629852294921875,0.0839691162109375,0.4603614807128906,0.10884857177734375,0.04596710205078125,0.044086456298828125,0.009014129638671875,0.002986907958984375,0.001178741455078125,0.001468658447265625,0.0013427734375,0.003787994384765625,0.00536346435546875,0.01401519775390625,0.003795623779296875,0.01495361328125,0.01210784912109375,0.04094696044921875,0.052684783935546875,0.05499267578125,0.3434715270996094,0.3478355407714844,0.034801483154296875,0.032665252685546875,0.0072479248046875,0.001953125,0.000457763671875,0.0003662109375,0.00023651123046875,0.000270843505859375,0.000179290771484375,0.00041961669921875,0.000339508056640625,0.00060272216796875,0.00043487548828125,0.005962371826171875,0.0007476806640625,0.00604248046875,0.00098419189453125,0.0061492919921875,0.002117156982421875,0.007171630859375,0.019428253173828125,0.03827667236328125,0.07229995727539062,0.040966033935546875,0.23754119873046875,0.48233795166015625
EpsonV39-2,0.58045834,0.059784036,-2.226157,14.080177,0.34050593,23.920488,29.080181,25.752316,21.623724,9.480718,0.03180694580078125,0.044734954833984375,0.00812530517578125,0.015178680419921875,0.040256500244140625,0.10310745239257812,0.019855499267578125,0.07844161987304688,0.5855293273925781,0.07296371459960938,0.034053802490234375,0.030719757080078125,0.006214141845703125,0.00168609619140625,0.000598907470703125,0.000659942626953125,0.001079559326171875,0.003448486328125,0.004283905029296875,0.01403045654296875,0.002704620361328125,0.012950897216796875,0.013591766357421875,0.0570068359375,0.0718994140625,0.05239105224609375,0.4282684326171875,0.26441192626953125,0.0259552001953125,0.02425384521484375,0.005252838134765625,0.00145721435546875,0.000385284423828125,0.00023651123046875,0.00016021728515625,0.000148773193359375,0.0001678466796875,0.000247955322265625,0.000141143798828125,0.000244140625,0.000179290771484375,0.005321502685546875,0.000453948974609375,0.0049896240234375,0.000492095947265625,0.00482940673828125,0.0019378662109375,0.00457000732421875,0.01985931396484375,0.0501556396484375,0.10752105712890625,0.04322052001953125,0.3069114685058594,0.39090728759765625
EpsonV39-2,0.6234424,0.048529837,-2.3151276,14.946342,0.3910356,20.399906,23.870308,21.434267,16.53739,10.307419,0.032497406005859375,0.0457000732421875,0.008655548095703125,0.01946258544921875,0.028697967529296875,0.10536956787109375,0.022762298583984375,0.08920669555664062,0.5599632263183594,0.08768463134765625,0.03639984130859375,0.030666351318359375,0.0050506591796875,0.00131988525390625,0.0006256103515625,0.000835418701171875,0.000926971435546875,0.003204345703125,0.004734039306640625,0.01326751708984375,0.003360748291015625,0.01506805419921875,0.01677703857421875,0.06109619140625,0.0731658935546875,0.052234649658203125,0.39034271240234375,0.290924072265625,0.026592254638671875,0.02429962158203125,0.00432586669921875,0.001338958740234375,0.0003204345703125,0.00023651123046875,0.000164031982421875,0.00030517578125,0.000202178955078125,0.0002899169921875,0.000141143798828125,0.000270843505859375,0.00018310546875,0.005161285400390625,0.0003509521484375,0.004062652587890625,0.000553131103515625,0.00447845458984375,0.00215911865234375,0.0062713623046875,0.02120208740234375,0.050479888916015625,0.105499267578125,0.041706085205078125,0.2752647399902344,0.42414093017578125
EpsonV39-2,0.60678375,0.05467134,-1.9982959,8.903904,0.3711754,19.962124,23.47392,23.253872,19.791758,13.394046,0.04509735107421875,0.06476211547851562,0.0131683349609375,0.026386260986328125,0.03265380859375,0.10687255859375,0.02799224853515625,0.09548568725585938,0.465728759765625,0.12185287475585938,0.0496978759765625,0.041332244873046875,0.00731658935546875,0.001873016357421875,0.000652313232421875,0.000858306884765625,0.000988006591796875,0.003040313720703125,0.0040435791015625,0.012348175048828125,0.004390716552734375,0.0168914794921875,0.016338348388671875,0.0503997802734375,0.06134796142578125,0.054592132568359375,0.3215980529785156,0.3522911071777344,0.033771514892578125,0.031337738037109375,0.00560760498046875,0.002010345458984375,0.0003509521484375,0.000293731689453125,0.000148773193359375,0.0001983642578125,0.0001220703125,0.00017547607421875,9.918212890625e-05,0.00030517578125,0.00020599365234375,0.005611419677734375,0.000484466552734375,0.005260467529296875,0.000820159912109375,0.006320953369140625,0.00251007080078125,0.008941650390625,0.02034759521484375,0.04004669189453125,0.08092117309570312,0.04361724853515625,0.2288970947265625,0.4815940856933594
